A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(n)_MeV
172,Hf,72,16291.0073,37.1167,10216.2449,24.4282,2752.7192,24.4283,-7305.0404,37.1167,-4384.3845,24.4282,-12753.2711,37.1167,100,1.3888888888888888,-10,18,0,,9042.1985,28,9.0421985
68,Br,35,31364.0,476.0,1344.0,259.0,-1684.0,329.0,,,10507.0,259.0,-31311.0,497.0,33,0.9428571428571428,7,5,0,,14333.0,-2,14.333
2,H,1,,,,,,,,,,,,,1,1.0,-1,-1,0,,2224.5662,0,2.2245662000000004
166,Tb,65,11846.4303,2.3686,19154.5737,2.5329,-1510.7496,1.9663,5261.5614,1.6607,-14368.6454,5.414,-2267.807,1.6204,101,1.5538461538461539,15,19,0,,5291.2462,36,5.2912462
73,Cu,29,12418.9465,2.4479,29195.4567,465.034,-11026.9132,85.7195,10711.8987,2.5656,-25976.0,300.0,1086.7318,2.8915,44,1.5172413793103448,1,-6,0,,7275.7566,15,7.275756599999999
277,Hs,108,11260.0,743.0,,,9030.0,200.0,-3717.0,595.0,,,-8009.0,695.0,169,1.5648148148148149,-18,43,0,,4882.0,61,4.882
229,Rn,86,9666.0708,19.1994,17496.0,401.0,2358.0,300.0,6800.4372,20.211,,,-2093.1393,14.6758,143,1.6627906976744187,4,17,0,,3952.3845,57,3.9523845
135,Sb,51,6909.4552,4.0932,26578.0,200.0,-4090.8788,3.4402,14088.8475,3.3488,-25009.0,200.0,4772.102,3.8097,84,1.6470588235294117,1,2,0,,3742.6463,33,3.7426463
249,Cf,98,12529.2958,14.3755,10388.3147,3.7892,6293.2928,0.4895,-3796.4099,6.1907,-4958.986,2.5502,-8648.0,52.0,151,1.5408163265306123,16,25,0,,5586.5363,53,5.5865363
114,Pd,46,13311.9433,9.4758,22437.4156,11.8504,-5842.6333,11.3102,6524.5875,6.9524,-18911.5014,38.9073,-4534.8396,18.0345,68,1.4782608695652173,-4,-14,0,,7971.1649,22,7.9711649
261,Bh,107,,,3489.5537,188.5271,10500.2083,72.2838,,,2118.0,202.0,,,154,1.439252336448598,-19,28,0,,8115.0,47,8.115
187,Tl,81,18829.4836,22.1853,5164.3844,8.4604,5321.9796,7.1424,-16061.3168,12.8402,1981.2929,22.4588,-15835.0129,13.6332,106,1.308641975308642,-1,-20,0,,10632.9702,25,10.632970199999999
128,Te,52,15072.262,1.4923,17556.6002,10.7064,-3187.234,1.4587,866.7407,0.7063,-12813.1868,9.2518,-8081.8949,3.6805,76,1.4615384615384615,2,-6,0,,8784.6148,24,8.7846148
147,Tm,69,24534.0,196.0,1432.236,10.1142,3648.0,298.0,,,7974.8488,9.4948,,,78,1.1304347826086956,-13,-4,0,,12990.0,9,12.99
104,Nb,41,11655.3678,3.08,25216.2974,4.454,-6914.6714,11.3201,10687.9724,24.9503,-20642.9341,11.3469,1072.0168,9.3937,63,1.5365853658536586,-9,13,0,,4853.6471,22,4.8536471
269,Bh,107,13430.0,457.0,7115.0,529.0,8670.0,300.0,-7823.0,487.0,-2871.0,648.0,-9562.0,480.0,162,1.514018691588785,-19,36,0,,7301.0,55,7.301
134,Eu,63,23743.0,500.0,2751.0,335.0,3244.0,361.0,,,8318.0,304.0,-21812.0,583.0,71,1.126984126984127,13,-11,0,,10636.0,8,10.636
156,Er,68,17749.345,25.1208,8395.6102,25.724,3481.3646,25.0504,-10946.1451,25.7208,-2344.7145,26.4493,-15657.0796,26.5509,88,1.2941176470588236,-14,6,0,,10073.8288,20,10.0738288
70,Ga,31,17966.7319,1.8569,17921.0493,1.9874,-5076.7769,1.3635,-4576.1768,1.8424,-10462.9003,1.8424,-9880.794,0.5755,39,1.2580645161290323,3,11,0,,7653.6486,8,7.6536486
72,Co,27,9918.0,300.0,34428.0,583.0,-13805.0,424.0,19483.0,300.0,-30969.0,583.0,7035.0,300.0,45,1.6666666666666667,-1,-5,0,,4002.0,18,4.002
112,Tc,43,10367.0046,10.9714,27526.9599,838.3628,-8138.6503,9.9142,14472.1198,44.429,-23588.0,300.0,3455.0753,11.1321,69,1.6046511627906976,-7,-13,0,,4305.5747,26,4.3055747
43,Si,14,5013.0,500.0,48348.0,640.0,-20871.0,650.0,36525.0,400.0,,,15167.0,411.0,29,2.0714285714285716,6,1,0,,581.0,15,0.581
69,Cu,29,14559.3036,1.6578,24992.3797,6.5929,-8975.9315,2.5079,3591.5987,1.8401,-21382.6014,4.1039,-3800.3846,1.5995,40,1.3793103448275863,1,-10,0,,8240.4961,11,8.2404961
123,Ag,47,11308.386,34.7786,27896.3884,620.3009,-9170.6945,33.9069,13860.4529,38.1606,-24978.0,302.0,2972.4855,32.6832,76,1.6170212765957446,-3,-6,0,,6533.7807,29,6.5337807
125,Nd,60,,,2361.0,499.0,2195.0,566.0,,,9557.0,499.0,,,65,1.0833333333333333,10,15,0,,11311.0,5,11.311
74,Ni,28,10617.0,200.0,34028.0,539.0,-14235.0,361.0,17056.0,200.0,-32000.0,539.0,2216.0,200.0,46,1.6428571428571428,0,-4,1,,6664.0,18,6.664
113,Te,52,20902.1867,28.6744,6986.3989,28.4498,1858.2272,29.0534,-16143.4112,28.7696,3019.0407,27.9464,-19355.0169,29.7641,61,1.1730769230769231,2,11,0,,8850.8374,9,8.8508374
143,Te,52,6003.0,640.0,,,-3645.0,640.0,19673.0,500.0,,,6201.0,500.0,91,1.75,2,9,0,,2052.0,39,2.052
93,Se,34,6422.0,589.0,,,-10245.0,565.0,23276.0,400.0,,,7302.0,400.0,59,1.7352941176470589,6,9,0,,2208.0,25,2.208
202,Ir,77,11213.0,358.0,,,-2075.0,500.0,7713.0,301.0,,,-971.0,304.0,125,1.6233766233766234,-5,-1,0,,4872.0,48,4.872
202,Pb,82,15832.3866,10.6891,11015.2828,3.8271,2588.7914,3.822,-7999.0389,9.4524,-5567.0499,3.8493,-12582.9203,12.7528,120,1.4634146341463414,0,-6,1,,8740.8934,38,8.740893400000001
115,Rh,45,11604.9206,10.1443,25995.6216,8.0506,-7629.4686,12.866,10753.3585,19.6744,-22917.9053,433.2066,1189.8002,10.0152,70,1.5555555555555556,-5,-12,0,,6590.2711,25,6.5902711
121,Rh,45,9569.9685,619.5136,30658.0,796.0,-10535.0,737.0,18152.6965,619.5619,-28539.0,796.0,5958.1518,619.4478,76,1.6888888888888889,-5,-6,0,,5702.0,31,5.702
121,I,53,18610.5537,22.2141,11348.0517,8.4404,-31.0013,9.6683,-9143.3074,15.0501,-5117.4869,8.5617,-12144.5328,12.7262,68,1.2830188679245282,3,-14,0,,10569.8068,15,10.5698068
170,Re,75,19251.7431,32.871,5088.0252,30.1911,4768.8681,30.1911,-15722.0,102.0,4097.4679,30.1911,-16252.3298,28.3454,95,1.2666666666666666,-7,13,0,,8566.0672,20,8.566067199999999
127,Rh,45,8043.0,781.0,,,,,24919.0,632.0,,,9988.0,721.0,82,1.8222222222222222,-5,0,1,,4602.0,37,4.602
159,Ce,58,7552.0,640.0,,,,,18384.0,501.0,,,4739.0,583.0,101,1.7413793103448276,8,19,0,,2872.0,43,2.872
128,Pm,61,24613.0,583.0,2474.0,358.0,2506.0,500.0,,,9035.0,358.0,,,67,1.098360655737705,11,-15,0,,10981.0,6,10.981
136,Sm,62,21577.0,196.0,5742.3986,17.1999,2190.0002,27.2412,-17721.0,298.0,2113.7496,22.8483,-20734.0,196.0,74,1.1935483870967742,12,-8,0,,12024.995,12,12.024995
118,Pd,46,11699.9676,7.4907,25897.3827,4.4836,-7592.0606,4.2263,11313.2913,20.1555,-23187.4579,433.1519,-1277.7578,13.793,72,1.565217391304348,-4,-10,0,,7035.7862,26,7.0357861999999995
274,Mt,109,12375.0,614.0,6116.0,652.0,10595.0,230.0,-7362.0,431.0,-723.0,755.0,-9107.0,402.0,165,1.5137614678899083,-17,39,0,,5604.0,56,5.604
278,Rg,111,13008.0,739.0,5370.0,659.0,10846.2999,95.3595,-8509.0,448.0,223.0,768.0,-9883.0,418.0,167,1.5045045045045045,-15,41,0,,5958.0,56,5.958
135,Ce,58,18340.7205,19.3095,11640.7377,10.314,-362.2652,10.2746,-8402.6879,21.7085,-2955.2765,10.2645,-14159.6261,22.7628,77,1.3275862068965518,8,-5,0,,7854.7274,19,7.8547274
98,Mo,42,15463.7271,0.1734,17255.0624,0.1796,-3271.5647,0.2388,108.8911,6.4646,-12468.2584,0.184,-8962.8619,4.1173,56,1.3333333333333333,-8,6,0,,8642.5979,14,8.6425979
80,Kr,36,19857.8078,0.7576,15445.4455,0.716,-5066.4115,0.6948,-7581.9875,3.5329,-9264.9602,0.7282,-15161.9948,2.0562,44,1.2222222222222223,8,-6,0,,11522.4833,8,11.5224833
203,Pb,82,15658.0861,15.2209,11701.8955,6.5406,2334.6679,6.5526,-7475.664,8.0304,-4730.1441,6.5388,-12106.9466,15.4549,121,1.475609756097561,0,-5,1,,6917.1926,39,6.9171926
235,Ac,89,10093.5134,19.1127,16140.8344,24.039,2851.6694,15.9688,5068.2594,19.76,,,-1327.1161,14.2103,146,1.6404494382022472,7,20,0,,5555.3525,57,5.5553525
132,Sm,62,23582.0,500.0,3121.0,301.0,2966.0,361.0,,,5339.0,301.0,-23747.0,500.0,70,1.1290322580645162,12,-12,0,,12931.0,8,12.931
196,Hg,80,15784.6281,4.1255,11643.7845,2.9596,2037.6656,3.89,-6477.7094,8.2475,-6321.0366,2.9595,-11741.97,11.5085,116,1.45,-2,-10,0,,8883.9201,36,8.8839201
206,Bi,83,15524.9099,11.9357,10260.0729,7.5491,3527.3026,7.7349,-7588.8126,15.5273,-3496.3695,7.5629,-10578.1203,12.6211,123,1.4819277108433735,1,-3,0,,7033.9493,40,7.033949300000001
198,Os,76,11466.0,204.0,19438.0,447.0,-1615.0,361.0,6304.0,200.0,-16019.0,447.0,-3408.0,201.0,122,1.605263157894737,-6,-4,0,,6592.0,46,6.592
145,Tm,69,,,113.0,357.0,4357.0,446.0,,,9738.0,196.0,,,76,1.1014492753623188,-13,-6,0,,13495.0,7,13.495
245,Md,101,,,4000.0,332.0,9006.0,119.0,,,2010.0,317.0,,,144,1.4257425742574257,19,18,0,,8344.0,43,8.344
140,Cs,55,10305.3462,12.2922,19647.7707,10.1371,70.5706,16.3866,7262.3211,8.2169,-15867.7455,9.1249,-207.1386,8.2027,85,1.5454545454545454,5,3,0,,4419.9679,30,4.4199679
107,Ru,44,14070.6587,8.2904,21109.72,12.5302,-5333.1499,12.6599,4510.0884,8.7106,-15023.5334,12.5922,-5571.2272,9.9429,63,1.4318181818181819,-6,13,0,,5610.631,19,5.610631000000001
194,W,74,10933.0,361.0,,,-2035.0,500.0,8025.0,300.0,,,-2249.0,302.0,120,1.6216216216216217,-8,-6,0,,6291.0,46,6.291
99,Kr,36,7119.0,420.0,,,-10365.0,640.0,24119.0,400.0,,,7898.0,400.0,63,1.75,8,13,0,,2351.0,27,2.351
61,Ti,22,6633.0,424.0,36758.0,671.0,-12235.0,500.0,26126.0,300.0,-34659.0,761.0,8646.0,351.0,39,1.7727272727272727,2,11,0,,2342.0,17,2.342
257,Fm,100,11352.964,5.4938,10797.0,200.0,6863.6599,0.8944,-1656.927,7.5409,-5740.0,314.0,-6937.0,124.0,157,1.57,18,31,0,,4965.9772,57,4.9659772
137,Nd,60,19512.9855,22.435,9545.6035,15.584,409.3383,20.1228,-11592.3137,30.458,-364.3903,11.7291,-16485.3644,70.0608,77,1.2833333333333334,10,-5,0,,8455.9897,17,8.4559897
212,Tl,81,8447.0,201.0,18809.0,447.0,1934.0,361.0,6567.0,200.0,,,871.0,200.0,131,1.617283950617284,-1,5,0,,3544.0,50,3.544
267,Hs,108,14385.0,98.0,4714.0,169.0,10037.5052,13.0051,-11222.0,225.0,1751.0,263.0,-13086.0,136.0,159,1.4722222222222223,-18,33,0,,6553.0,51,6.553
190,Po,84,20160.9666,23.9092,1329.6258,16.5875,7693.2733,7.2234,,,5992.3401,19.2544,,,106,1.2619047619047619,2,-20,0,,11212.0306,22,11.2120306
142,La,57,11854.5269,6.3046,17552.154,10.3306,438.1621,11.1081,3762.4167,6.3113,-12835.5701,11.1364,-2664.2105,6.303,85,1.4912280701754386,7,3,0,,5165.4246,28,5.165424600000001
152,La,57,9121.0,300.0,25698.0,500.0,-4804.0,300.0,14468.0,301.0,-22299.0,583.0,3864.0,300.0,95,1.6666666666666667,7,13,0,,4051.0,38,4.051
20,Mg,12,,,2417.8656,1.8981,-8933.997,20.5646,,,8436.6693,1.8699,,,8,0.6666666666666666,4,0,1,,22432.0181,-4,22.4320181
96,Zr,40,14312.1646,0.1995,21171.0812,1.6667,-4996.4051,3.4253,3356.0294,0.0744,-17610.5466,5.8099,-6723.9065,0.5012,56,1.4,-10,6,0,,7850.2378,16,7.8502377999999995
62,Ge,32,30752.0,331.0,2543.0,140.0,-2266.0,148.0,,,6920.0,141.0,-33011.0,331.0,30,0.9375,4,2,0,,16421.0,-2,16.421
211,Rn,86,15956.9165,12.0617,6967.2571,6.8549,5965.4548,1.4416,-9587.1996,8.4314,-91.2411,6.7188,-13483.1396,15.0444,125,1.4534883720930232,4,-1,0,,7221.8838,39,7.2218838
85,Se,34,13215.738,4.0054,26015.1449,3.5592,-8546.8657,3.317,9066.6957,3.2903,-21554.1808,4.1028,-2701.8687,25.8621,51,1.5,6,1,0,,4537.2325,17,4.5372325
126,In,49,13084.2348,30.8467,26157.3685,251.5383,-9128.1749,38.4206,8583.7585,32.1216,-20578.4091,433.165,12.9622,4.3973,77,1.5714285714285714,-1,-5,0,,5468.3873,28,5.468387300000001
224,Po,84,8719.0,200.0,,,3355.0,445.0,7465.0,196.0,,,-1589.0,196.0,140,1.6666666666666667,2,14,0,,5240.0,56,5.24
149,Tb,65,16888.6021,8.7632,8521.9705,4.0899,4077.9687,2.1651,-9842.7859,12.3039,-2480.1285,10.5046,-11700.5609,9.3745,84,1.2923076923076924,15,2,0,,9023.0108,19,9.0230108
97,Ru,44,18805.4416,9.8925,12986.634,2.7605,-1738.4011,2.7686,-8314.7118,5.5763,-4614.6459,2.7601,-14504.1501,10.3732,53,1.2045454545454546,-6,3,0,,8111.4972,9,8.1114972
33,Al,13,9689.3095,7.3352,35321.3556,15.6216,-13602.2918,10.1308,17839.9683,7.0707,-34426.5047,37.9091,7508.989,6.9926,20,1.5384615384615385,5,0,1,,5469.3317,7,5.4693317
49,Ca,20,15097.9733,2.2277,30510.6708,1.2239,-13954.1172,0.5422,7264.0096,0.1927,-26234.0467,16.7678,-4867.2375,4.953,29,1.45,0,1,1,,5146.4529,9,5.1464529
215,Pa,91,17992.293,100.3314,2914.4343,83.2712,8236.1363,62.5194,,,4082.2944,83.5564,,,124,1.3626373626373627,9,-2,0,,9726.6755,33,9.726675499999999
85,Nb,41,24809.41,162.1318,8651.9542,19.0762,-2991.6814,6.7834,-20430.0,400.0,325.7841,5.9399,-20181.0,298.0,44,1.0731707317073171,-9,-6,0,,13157.1597,3,13.1571597
49,Mn,25,31196.1855,31.7481,10190.798,2.2145,-8158.3999,2.3744,-27840.0,500.0,-430.8916,2.4158,-27682.668,92.2445,24,0.96,-3,4,0,,16394.5996,-1,16.394599600000003
213,Fr,87,15556.5211,12.8794,6484.9504,5.347,6904.6577,1.3078,-9695.2289,12.5737,-2215.0218,5.1796,-11426.7548,11.2447,126,1.4482758620689655,5,0,1,,8109.5193,39,8.1095193
266,Lr,103,10855.0,693.0,,,7570.0,300.0,-1078.0,609.0,,,-5099.0,648.0,163,1.5825242718446602,21,37,0,,4643.0,60,4.643
96,Cd,48,31274.0,647.0,4047.0,410.0,-3217.0,536.0,,,7105.0,410.0,,,48,1.0,-2,-2,0,,16587.0,0,16.587
203,Au,79,12885.3743,4.3757,17881.0,200.0,-1169.8255,41.1689,2617.8655,3.2621,-13792.0,300.0,-3869.4521,3.1299,124,1.5696202531645569,-3,-2,0,,6861.7799,45,6.8617799
126,Sn,50,13926.2962,10.6066,23893.6412,11.0011,-7827.6671,10.9321,4049.0321,10.6141,-19956.0165,11.0709,-5831.3597,10.8237,76,1.52,0,-6,1,,8192.7963,26,8.1927963
200,Rn,86,18912.7709,14.6122,3105.1182,18.3556,7043.3611,2.1381,,,3949.4035,7.9381,-18843.1608,14.8975,114,1.3255813953488371,4,-12,0,,10511.9259,28,10.5119259
92,Br,35,8375.1425,7.4984,29820.0,400.0,-8208.0,200.0,18539.6371,9.0829,-27022.0,400.0,6669.8432,7.0715,57,1.6285714285714286,7,7,0,,3196.8292,22,3.1968292000000003
131,Te,52,14348.7735,0.7134,19198.3668,17.2701,-4166.3596,9.2257,3202.5534,0.0608,-12367.7759,1.8739,-6346.1516,3.1542,79,1.5192307692307692,2,-3,0,,5929.38,27,5.92938
210,Hg,80,8177.0,203.0,19378.0,447.0,1515.0,361.0,9428.0,200.0,,,273.0,200.0,130,1.625,-2,4,0,,4762.0,50,4.762
150,Sm,62,13857.9052,0.8801,14221.212,1.8676,1449.6648,0.9664,-1287.2847,6.0095,-9964.7719,1.869,-8681.3369,3.7787,88,1.4193548387096775,12,6,0,,7986.7556,26,7.9867556
206,At,85,16706.7725,26.3982,6371.4033,16.3415,5886.5504,4.9397,-11192.529,30.9266,1337.2103,14.3547,-12800.9417,14.449,121,1.423529411764706,3,-5,0,,7526.187,36,7.526187
165,Ho,67,14662.6266,0.7492,14880.2058,4.0694,138.8443,1.3174,-1967.993,1.6737,-10082.005,2.0221,-7026.7622,0.7565,98,1.462686567164179,-15,16,0,,7988.8182,31,7.9888182
81,Ga,31,11222.2424,3.4774,29797.8649,105.0301,-11190.0495,3.4809,14905.3524,4.1963,-28237.0,300.0,3836.0346,3.8508,50,1.6129032258064515,3,0,1,,6475.6051,19,6.4756051
142,Sb,51,5362.0,671.0,,,,,21193.0,300.0,,,8988.0,500.0,91,1.7843137254901962,1,9,0,,2141.0,40,2.141
185,Hf,72,11178.8939,70.9476,17898.0,405.0,343.0,305.0,5068.0667,64.2773,-13008.0,507.0,-3551.6698,69.3367,113,1.5694444444444444,-10,-13,0,,4891.6698,41,4.8916698
58,V,23,10389.8192,200.2899,29492.6773,276.7788,-8417.566,96.8296,15396.9847,95.8542,-26339.902,203.7179,4023.083,95.8342,35,1.5217391304347827,3,7,0,,4066.8385,12,4.0668385
241,Cm,96,13587.8283,150.072,9464.3919,1.2016,6185.1919,0.5717,-5625.0,167.0,-3712.5204,1.18,-10034.0,150.0,145,1.5104166666666667,14,19,0,,6093.7702,49,6.0937702
239,Cf,98,15879.0,154.0,5623.0,141.0,7763.4507,62.5174,,,1468.0,121.0,,,141,1.4387755102040816,16,15,0,,7147.0,43,7.147
227,Rn,86,9790.9447,17.9622,16272.0,300.0,3382.0,196.0,5708.3708,14.2245,-11952.0,401.0,-2706.023,15.4067,141,1.6395348837209303,4,15,0,,3932.6771,55,3.9326771
79,As,33,15862.3828,5.5307,22221.6706,5.8499,-7600.3576,5.3671,2431.9865,5.2514,-17220.9667,5.4277,-4681.4474,5.3267,46,1.393939393939394,5,-4,0,,8890.4294,13,8.8904294
148,Eu,63,15322.5152,11.5724,11421.0639,10.7632,2693.7185,10.224,-5760.5353,15.9433,-4544.4692,9.9706,-9011.8723,10.0361,85,1.3492063492063493,13,3,0,,6824.189,22,6.8241890000000005
32,Cl,17,34151.8896,23.8827,7711.7921,0.5655,-8611.7653,1.256,-35324.0,400.0,3816.8675,0.5617,-32731.0,200.0,15,0.8823529411764706,-3,-5,0,,14371.4714,-2,14.3714714
167,Yb,70,16437.1486,26.8328,10646.4899,4.0518,2152.5966,6.0854,-7122.1388,28.224,-2954.7268,3.9588,-12640.2316,30.0697,97,1.3857142857142857,-12,15,0,,7067.5119,27,7.0675119
239,Np,93,11703.2307,0.9736,12794.561,13.1066,4597.1881,14.0337,-79.3554,1.9028,-8872.0096,15.8895,-4923.4616,0.977,146,1.5698924731182795,11,20,0,,6214.9108,53,6.214910799999999
161,Re,75,22181.0,339.0,981.6053,151.193,6328.2117,6.6894,,,7691.9086,139.9432,,,86,1.1466666666666667,-7,4,0,,12036.0,11,12.036
235,Pu,94,14012.1253,57.9272,9314.7069,20.5905,5951.4789,20.3469,-5831.0,104.0,-3251.5841,20.4992,-10351.0,161.0,141,1.5,12,15,0,,6238.958,47,6.238957999999999
173,Ho,67,10975.0,670.0,20159.0,499.0,-1295.0,423.0,6906.0,298.0,-16949.0,582.0,-939.0,298.0,106,1.5820895522388059,-15,-20,0,,5938.0,39,5.938
144,Eu,63,20452.8811,31.9093,9055.5809,25.9408,167.956,26.514,-13250.9869,29.9546,52.5184,11.1222,-15459.1817,200.5917,81,1.2857142857142858,13,-1,0,,9449.1817,18,9.449181699999999
48,Ar,18,8726.3082,16.9278,37573.0,400.0,-15575.6067,17.5596,21869.9408,16.7669,-36844.0,400.0,5285.7367,16.825,30,1.6666666666666667,-2,2,0,,5058.9711,12,5.0589711
176,Au,79,20605.0,107.0,2312.9722,35.0306,6433.4907,7.1631,-19105.6951,89.4423,7584.5729,35.4203,-18622.8421,87.6124,97,1.2278481012658229,-3,15,0,,9188.5985,18,9.1885985
51,Ti,22,17311.5889,0.4785,23010.9045,0.515,-9813.2154,2.2705,1717.7495,0.5013,-17432.706,1.6558,-8581.0431,0.481,29,1.3181818181818181,2,1,0,,6372.4157,7,6.3724156999999995
138,Gd,64,22712.0,359.0,3427.0,201.0,3292.0,280.0,-20729.0,541.0,5043.0,202.0,-22764.0,448.0,74,1.15625,14,-8,0,,12517.0,10,12.517
49,K,19,10042.1501,1.6106,34609.0,200.0,-13773.8671,136.1657,16950.9514,2.405,-32620.0,500.0,6542.0539,0.8013,30,1.5789473684210527,-1,2,0,,5398.3318,11,5.3983318
199,Pt,78,13111.5612,2.1222,16887.0,200.0,-302.0194,55.9313,2157.3667,2.1866,-11077.0,200.0,-5879.225,2.1193,121,1.5512820512820513,-4,-5,0,,5556.0,43,5.556
128,Xe,54,16856.7835,0.0025,14374.3088,1.3536,-1761.3085,1.3517,-4491.3787,1.6104,-8869.0085,1.365,-11691.8254,5.5775,74,1.3703703703703705,4,-8,0,,9610.9692,20,9.6109692
106,Sr,38,6683.0,671.0,,,,,24449.0,632.0,,,8198.0,721.0,68,1.7894736842105263,10,-14,0,,4181.0,30,4.181
243,Pu,94,11343.1902,2.4321,13020.0,196.0,4756.9774,2.576,572.6257,2.6363,-8154.0,201.0,-5784.7703,2.4392,149,1.5851063829787233,12,23,0,,5033.633,55,5.033633
126,Nd,60,24693.0,583.0,3042.0,423.0,2069.0,500.0,,,5989.0,358.0,,,66,1.1,10,16,0,,13382.0,6,13.382
203,Po,84,16932.2887,6.7785,6617.7281,14.5091,5495.9999,5.0,-11126.7739,7.439,1340.8183,5.9948,-14787.0304,27.9887,119,1.4166666666666667,2,-7,0,,7440.5676,35,7.4405676000000005
158,Gd,64,14297.2724,0.1621,15907.1764,8.4727,-659.3217,0.8962,-282.8176,2.3929,-11301.287,4.5393,-7997.4392,0.3042,94,1.46875,14,12,0,,7937.3919,30,7.9373919
105,Tc,43,13825.0192,36.532,21835.578,35.4805,-5819.7313,35.4604,5564.9667,35.3261,-17764.2779,35.308,-2261.858,35.2787,62,1.441860465116279,-7,12,0,,7858.6525,19,7.8586525
119,Tc,43,8173.0,640.0,,,-11715.0,707.0,22653.0,500.0,,,8759.0,539.0,76,1.7674418604651163,-7,-6,0,,4951.0,33,4.951
193,Bi,83,18787.8484,10.6512,4179.5549,10.5546,6306.6261,4.9036,-15817.2403,22.92,2698.7142,32.5643,-15889.398,13.0568,110,1.3253012048192772,1,-16,0,,10421.3446,27,10.421344600000001
16,N,7,13322.1458,2.3014,32557.7208,21.3378,-10110.4066,2.6538,-4991.2746,5.837,-30562.4434,21.1545,-5243.0331,2.353,9,1.2857142857142858,-1,1,0,,2488.849,2,2.488849
160,Dy,66,15407.9095,2.2504,13560.3979,0.9918,437.9921,0.9994,-3608.2488,24.2564,-8399.539,0.9949,-10414.1231,3.0223,94,1.4242424242424243,16,12,0,,8576.5231,28,8.576523100000001
107,Nb,41,9950.8942,8.9564,27732.0,400.0,-7691.6869,13.7816,15026.1624,11.8052,-25222.0,500.0,4332.8805,12.1537,66,1.6097560975609757,-9,16,0,,5592.4444,25,5.592444400000001
240,Cf,98,15431.0,299.0,6034.4259,21.7509,7710.9834,3.777,,,-447.2138,151.1484,-13713.0,300.0,142,1.4489795918367347,16,16,0,,8284.0,44,8.284
57,Fe,26,18843.2312,0.2297,19649.6351,0.3312,-7319.315,0.2752,-4098.0559,0.51,-12185.8602,0.5126,-12212.817,0.4106,31,1.1923076923076923,-2,3,0,,7646.1716,5,7.6461716
48,K,19,13013.1887,1.061,33127.4754,97.2518,-14230.4245,85.5699,12219.6012,5.0099,-29993.0,200.0,1988.8654,2.3515,29,1.5263157894736843,-1,1,0,,4643.8184,10,4.6438184
170,Ta,73,17886.3931,39.5199,7642.7807,47.1476,3458.4009,40.8585,-11233.6739,30.1911,655.886,28.106,-13291.1216,31.9246,97,1.3287671232876712,-9,15,0,,7918.553,24,7.918553
78,Zn,30,11322.8543,2.4267,29871.0,300.0,-11208.0,200.0,14378.8162,4.0346,-27422.0,400.0,437.7923,3.1053,48,1.6,2,-2,0,,6765.3572,18,6.7653572
172,Tm,69,13720.876,5.5765,15713.9823,50.2916,260.7614,30.4968,-637.4781,5.9584,-10144.7028,600.0245,-6138.0539,5.4814,103,1.4927536231884058,-13,21,0,,6234.6007,34,6.2346007
80,Ge,32,13815.8921,4.0891,26630.0143,2.8244,-9657.2063,2.5148,8224.173,2.262,-23391.9835,3.0238,-3970.5514,5.7076,48,1.5,4,-2,0,,8079.4528,16,8.0794528
100,Y,39,11175.1295,13.698,27530.0307,19.5859,-8391.806,11.6707,12470.0047,13.7312,-23489.0621,11.8832,2224.1111,15.3353,61,1.564102564102564,11,11,0,,4748.8287,22,4.7488287
86,Br,35,13991.803,25.9132,24356.6352,4.4136,-7951.7497,4.8303,7114.7413,3.0843,-19732.0803,4.3472,-2223.2386,3.6706,51,1.457142857142857,7,1,0,,5128.1008,16,5.1281008
44,V,23,32331.0,196.0,6265.0182,7.2665,-5709.6423,7.796,-31268.0,300.0,5091.0998,7.5,-29909.0,200.0,21,0.9130434782608695,3,1,0,,13963.0395,-2,13.9630395
209,Rn,86,16448.9438,11.0307,6373.2911,11.9752,6155.4331,1.9512,-10799.2896,11.4967,1239.1868,10.0928,-14347.4395,15.3326,123,1.430232558139535,4,-3,0,,7356.9781,37,7.3569781
177,Hf,72,14541.6183,1.9859,12763.1309,1.4103,2245.5731,1.4103,-3179.0144,27.9804,-6678.3938,1.4104,-9586.684,30.7716,105,1.4583333333333333,-10,-21,0,,6375.6356,33,6.3756356
96,Kr,36,7876.5379,22.7653,30856.0,501.0,-8783.0,400.0,19836.5663,21.0547,-29911.0,501.0,4737.3075,27.955,60,1.6666666666666667,8,10,0,,4994.0793,24,4.9940793
113,Rh,45,12605.7089,9.8161,24320.2104,12.7608,-6909.0311,12.0153,8259.8811,18.1062,-20796.9827,9.0156,-517.2225,9.6121,68,1.511111111111111,-5,-14,0,,7107.2099,23,7.1072099
54,Cr,24,17658.5072,0.1231,22035.6236,2.7496,-7928.4276,0.1104,-680.7637,0.3461,-17342.9171,2.8907,-10316.3474,0.3498,30,1.25,4,2,0,,9719.0796,6,9.719079599999999
272,Mt,109,13370.0,522.0,5326.0,570.0,10350.0,300.0,-9292.0,539.0,334.0,619.0,-10542.0,495.0,163,1.4954128440366972,-17,37,0,,5690.0,54,5.69
