1,A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess
,144,Xe,54,7785.289,5.9572,24901#,500#,-2929.768,15.3266,14894.8284,8.8948,-23631#,500#,2731.8992,9.2491,90,1.666666667,4,8,2.666666667,+,4740.7372,36
,144,Cs,55,8899.4418,21.1802,23046.3348,20.7284,-2090.0552,23.4932,11578.2978,23.9301,-19771#,201#,2594.5252,21.2353,89,1.618181818,5,7,2.916666667,,3667.1613,34
,144,Ba,56,10067.5089,9.2698,21115.4234,7.6305,-1205.5842,7.5067,8664.8123,7.6781,-18853.2186,8.5217,-1666.9804,10.2296,88,1.571428571,6,6,3,+,5901.2426,32
,144,La,57,10968.3457,14.383,18913.0456,14.7409,-224.8374,15.3159,5900.9284,13.217,-14463.1122,14.9904,-1314.5995,13.1651,87,1.526315789,7,5,2.916666667,,4749.5103,30
,144,Ce,58,12041.6825,3.3594,17167.6272,6.5523,411.0472,8.3897,3316.0862,2.5401,-13783.7079,7.3262,-5435.0605,2.8852,86,1.482758621,8,4,2.666666667,+,6896.8818,28
,144,Pr,59,13106.8574,2.7619,15304.5802,6.6541,1136.5553,2.7563,665.5283,3.5726,-9868.0918,7.7814,-4819.5959,2.4006,85,1.440677966,9,3,2.25,,5753.7066,26
,144,Nd,60,13940.6089,0.0871,13793.0747,2.1985,1901.2829,1.4525,-1782.4021,0.793,-9430.621,2.1972,-8858.6823,2.6833,84,1.4,10,2,1.666666667,+,7817.0359,24
,144,Pm,61,16417.2168,23.7662,12207.6917,2.9719,845.1947,6.712,-5796.9419,11.1125,-5636.8879,2.9777,-9970.2996,3.5292,83,1.360655738,11,1,0.916666667,,6526.7705,22
,144,Sm,62,19126.3327,1.1745,10593.5128,0.7976,-133.2956,3.5719,-10206.1149,27.9829,-5252.2868,0.7947,-15795.6333,11.0821,82,1.322580645,12,0,0,+,10519.8093,20
,144,Eu,63,20452.8811,31.9093,9055.5809,25.9408,167.956,26.514,-13250.9869,29.9546,52.5184,11.1222,-15459.1817,200.5917,81,1.285714286,13,-1,-1.083333333,,9449.1817,18
,144,Gd,64,20942.6252,39.5199,7355.5238,28.007,1271.5183,30.612,-15189.4201,28.8506,468.6526,28.0798,-19411.6369,58.3579,80,1.25,14,-2,-2.333333333,+,11599.5184,16
,144,Tb,65,21951.3017,701.1147,5637.2003,41.0414,2192.8419,58.6268,-17758.6671,29.2022,4584.1521,30.0266,-18270.5566,30.8379,79,1.215384615,15,-3,-3.75,,10020.3134,14
,144,Dy,66,22593#,729#,4188.5112,28.8506,2787.2709,28.8506,-19962#,196#,4372.2487,200.4299,-22594#,298#,78,1.181818182,16,-4,-5.333333333,+,12472.4601,12
,144,Ho,67,23502#,401#,2627.9406,700.6089,3447.8415,800.5328,-22450#,400#,8520.7008,51.9287,-21520#,400#,77,1.149253731,-15,-5,-3.75,,10633#,10
,144,Er,68,24820#,537#,1066#,754#,3797#,446#,*,,8272#,196#,*,,76,1.117647059,-14,-6,-4.2,+,13519#,8
,144,Tm,69,*,,-513#,566#,4733#,641#,*,,12599#,499#,*,,75,1.086956522,-13,-7,-4.55,,*,6
0,145,Te,52,5622#,583#,*,,*,,21483#,300#,*,,7249#,500#,93,1.788461538,2,11,1.692307692,,1861#,41
,145,I,53,6483#,539#,*,,-4015#,707#,18924#,500#,*,,7671#,500#,92,1.735849057,3,10,2.307692308,,3871#,39
,145,Xe,54,7433.0911,12.1094,25541#,500#,-3249#,400#,16022.8458,14.0285,-22562#,300#,3706.7067,23.0269,91,1.685185185,4,9,2.769230769,,2692.3538,37
,145,Cs,55,8521.5413,11.8137,23843#,200#,-2552.674,18.2474,12780.9016,15.2554,-22013#,400#,3641.3878,11.4927,90,1.636363636,5,8,3.076923077,,4854.38,35
,145,Ba,56,9721.6139,10.8397,21891.2429,9.6719,-1743.7901,8.955,9550.8756,34.9441,-17932.8527,10.0022,-737.8413,15.4664,89,1.589285714,6,7,3.230769231,,3820.3713,33
,145,La,57,10806.4941,14.2909,19737.749,14.4179,-782.8903,15.3319,6790.6649,14.1423,-16852.9346,23.5757,-474.7015,12.5896,88,1.543859649,7,6,3.230769231,,6056.9838,31
,145,Ce,58,11603.3164,33.9617,17707.7955,34.5671,240.5176,34.3143,4364.9458,33.8924,-12588.8999,34.6434,-4387.7885,33.9776,87,1.5,8,5,3.076923077,,4706.4346,29
,145,Pr,59,12700.4269,7.1723,16032.465,10.214,878.9374,8.1855,1641.5158,7.48,-12065.3017,14.7803,-3949.2802,7.0407,86,1.457627119,9,4,2.769230769,,6946.7202,27
,145,Nd,60,13572.3302,0.2366,14403.5683,2.2089,1574.1374,1.4683,-780.5971,0.8724,-8289.0334,2.5506,-8087.206,2.6557,85,1.416666667,10,3,2.307692308,,5755.2943,25
,145,Pm,61,14449.4783,2.0529,12777.2487,2.8724,2322.1114,2.8671,-3275.9821,3.707,-7805.8891,3.4845,-7373.1982,2.5373,84,1.37704918,11,2,1.692307692,,7922.7078,23
,145,Sm,62,17276.9085,2.3675,11227.0391,0.8435,1115.1967,3.2311,-7724.7816,19.7718,-4192.3501,0.8419,-13103.5508,10.813,83,1.338709677,12,1,0.923076923,,6757.0992,21
,145,Eu,63,19892.8493,11.4039,9608.8022,3.8306,106.4919,14.3036,-11591.8313,110.9379,-3864.3787,3.7974,-14303.3309,28.1119,82,1.301587302,13,0,0,,10443.6676,19
,145,Gd,64,20837.951,201.2695,7987.4329,19.9068,582.4179,21.4841,-14684.0182,20.7662,1750.0293,19.7699,-18629.7561,34.1999,81,1.265625,14,-1,-1.076923077,,9238.4326,17
,145,Tb,65,22123.1365,122.158,6736.324,111.4385,1101.0382,111.6135,-17279.5797,111.1457,1930.5107,111.4191,-17900.9197,111.1274,80,1.230769231,15,-2,-2.307692308,,12102.8232,15
,145,Dy,66,22216.2945,14.5802,4589.2387,200.4076,2556.7074,20.808,-19002#,200#,6227.9327,28.6955,-21704.405,10.6943,79,1.196969697,16,-3,-3.692307692,,9743.8344,13
,145,Ho,67,23215#,298#,3278.8629,51.7713,2995.8137,105.5223,-21537#,196#,5959.1035,28.9214,-20584#,196#,78,1.164179104,-15,-4,-3.157894737,,12581.9106,11
,145,Er,68,24222#,447#,1649#,201#,3717#,359#,*,,10041#,200#,-25152#,447#,77,1.132352941,-14,-5,-3.684210526,,10704#,9
,145,Tm,69,*,,113#,357#,4357#,446#,*,,9738#,196#,*,,76,1.101449275,-13,-6,-4.105263158,,13495#,7
0,146,I,53,6353#,500#,*,,-4355#,424#,19770#,300#,*,,7882#,300#,93,1.754716981,3,11,2.357142857,,2481#,40
,146,Xe,54,7225.2852,24.794,26313#,301#,-3830#,501#,16911.3181,24.2834,-25234#,301#,4028.1553,25.8604,92,1.703703704,4,10,2.857142857,+,4532.9314,38
,146,Cs,55,8181.6545,20.3388,24558#,400#,-2932.3269,5.7223,13910.7934,3.3431,-21469#,500#,4134.4846,8.9568,91,1.654545455,5,9,3.214285714,,3327.2745,36
,146,Ba,56,9241.7749,7.3525,22571.9093,5.5967,-2061.5359,3.2295,10759.5999,14.7712,-20661.9025,11.3172,-102.2611,12.3957,90,1.607142857,6,8,3.428571429,+,5421.4036,34
,146,La,57,10514.1501,13.0446,20527.754,20.2014,-1131.5333,7.2625,7452.3126,34.3816,-16455.7209,9.2203,-225.4332,33.9418,89,1.561403509,7,7,3.5,,4457.1663,32
,146,Ce,58,11336.5626,14.9324,18436.6808,16.309,-208.5274,15.8146,5300.0478,14.7161,-15398.6566,16.9384,-4071.1962,16.311,88,1.517241379,8,6,3.428571429,+,6630.128,30
,146,Pr,59,12065.5342,34.452,16401.7687,36.7111,925.5479,34.9178,2780.874,34.6111,-11127.1319,36.4809,-3312.8,34.3686,87,1.474576271,9,5,3.214285714,,5118.814,28
,146,Nd,60,13320.5242,0.2453,15071.9164,2.552,1182.0635,2.2117,70.444,2.823,-11147.8287,33.8924,-7729.7281,2.5374,86,1.433333333,10,4,2.857142857,+,7565.2299,26
,146,Pm,61,14180.88,4.8688,13281.7143,4.7616,1907.0907,4.3238,-2336.7573,6.5908,-7117.341,8.1535,-6874.2711,4.1393,85,1.393442623,11,3,2.357142857,,6258.1722,24
,146,Sm,62,15173.3704,2.8473,11826.2743,2.813,2528.7792,2.8131,-4910.5371,4.7745,-6853.327,2.8218,-11076.1543,3.9248,84,1.35483871,12,2,1.714285714,+,8416.2711,22
,146,Eu,63,17641.0646,12.3033,10279.4287,6.4848,1599.0169,24.3421,-9353.959,45.2374,-3139.0679,6.4351,-12262.2954,20.6114,83,1.317460317,13,1,0.928571429,,7197.397,20
,146,Gd,64,20468.9481,28.2406,8698.1392,3.8404,471.1904,4.0056,-13530.8956,7.8305,-2723.387,3.8519,-17757.4485,110.9705,82,1.28125,14,0,0,+,11230.5156,18
,146,Tb,65,21538.0926,52.8522,6722.4117,46.1256,1120.3696,53.9693,-16525.4172,45.3413,2938.9089,44.9297,-17592.3547,45.3317,81,1.246153846,15,-1,-1.071428571,,9435.2694,16
,146,Dy,66,22127.4726,9.8114,5373.3585,28.7356,1979.6787,28.7356,-18232.9081,9.4748,3082.7271,20.8216,-21506.1325,10.0175,80,1.212121212,16,-2,-2.285714286,+,12383.6382,14
,146,Ho,67,22771.3425,10.7348,3447.9814,28.7106,2896.3793,700.5885,-20183#,200#,7872.4948,111.0911,-20069#,200#,79,1.179104478,-15,-3,-2.5,,10189.4318,12
,146,Er,68,23857#,196#,2329.8705,9.8182,3373#,729#,*,,6631.6169,9.3524,-24811#,196#,78,1.147058824,-14,-4,-3.111111111,+,13153#,10
,146,Tm,69,25039#,447#,1024#,201#,3770#,448#,*,,10776#,200#,*,,77,1.115942029,-13,-5,-3.611111111,,11544#,8
0,147,I,53,6213#,583#,*,,*,,20720#,300#,*,,8683#,301#,94,1.773584906,3,12,2.4,,3731#,41
,147,Xe,54,7049#,201#,26968#,361#,-4294#,539#,17864#,201#,*,,4839#,200#,93,1.722222222,4,11,2.933333333,,2516#,39
,147,Cs,55,8008.2848,12.3487,25368#,500#,-3555#,200#,14758.3246,13.6027,-23669#,300#,4874.8779,8.5682,92,1.672727273,5,10,3.333333333,,4681.0103,37
,147,Ba,56,8890.4888,21.4901,23348.6406,22.6918,-2486.0693,20.2895,11749.8662,21.5312,-19598.0562,31.2494,885.8201,19.8186,91,1.625,6,9,3.6,,3469.0852,35
,147,La,57,9985.7078,16.2871,21201.9154,14.0342,-1427.7944,13.1189,8765.6959,19.1344,-18656.9879,11.0961,876.1533,18.1606,90,1.578947368,7,8,3.733333333,,5528.5415,33
,147,Ce,58,11089.4793,34.9669,19075.661,12.0612,-501.6125,10.9209,6132.8926,8.6595,-14436.6043,8.7609,-3411.7335,35.4105,89,1.534482759,8,7,3.733333333,,4459.3514,31
,147,Pr,59,11960.7388,17.3479,17186.7097,20.0467,302.4585,17.4601,3597.8909,15.8625,-13511.8904,15.943,-2589.4949,15.8572,88,1.491525424,9,6,3.6,,6841.9248,29
,147,Nd,60,12857.4261,0.1239,15657.678,33.8925,1034.668,2.212,1119.2534,0.531,-9809.897,14.7163,-6763.7522,4.1202,87,1.45,10,5,3.333333333,,5292.1962,27
,147,Pm,61,13917.1139,2.5722,13993.9358,7.0591,1601.2998,1.468,-1497.3729,2.2994,-9657.4688,34.3701,-6116.9417,2.853,86,1.409836066,11,4,2.933333333,,7658.9417,25
,147,Sm,62,14757.2767,0.9676,12411.9856,0.5238,2311.3466,0.4975,-3909.1199,1.4809,-5629.1026,0.5274,-10219.7629,5.9541,85,1.370967742,12,3,2.4,,6341.0056,23
,147,Eu,63,15695.7232,3.5906,10855.0471,3.1303,2991.137,3.1123,-6801.9376,8.3953,-5379.2219,4.6951,-9530.106,4.5023,84,1.333333333,13,2,1.733333333,,8498.3262,21
,147,Gd,64,18572.9383,19.8061,9283.4628,1.2672,1735.2911,2.0002,-11160.8809,9.0482,-1649.5386,3.096,-15664.6019,44.8647,83,1.296875,14,1,0.933333333,,7342.4228,19
,147,Tb,65,20485.6169,111.1908,7329.0916,8.542,1073.7214,13.6466,-14985.5726,9.5159,-914.0416,10.0162,-16259.0641,10.5042,82,1.261538462,15,0,0,,11050.3476,17
,147,Dy,66,22096.0757,10.992,5847.3635,21.6108,1610.348,200.4969,-17588.2329,39.2031,4600.8051,9.7429,-21029.1382,11.0314,81,1.227272727,16,-1,-1.066666667,,9712.4375,15
,147,Ho,67,22779.624,8.9743,3935.3503,111.0083,2237.1755,51.4756,-19782.694,8.4719,4717.572,45.1382,-19506.3996,8.3641,80,1.194029851,-15,-2,-1.764705882,,12590.1922,13
,147,Er,68,23510#,204#,2943.1488,38.7439,3136.2191,40.3564,*,,8658.1424,38.7736,-23624#,204#,79,1.161764706,-14,-3,-2.470588235,,10357.1127,11
,147,Tm,69,24534#,196#,1432.236,10.1142,3648#,298#,*,,7974.8488,9.4948,*,,78,1.130434783,-13,-4,-3.058823529,,12990#,9
0,148,Xe,54,6837#,301#,*,,-4854#,424#,18895#,300#,*,,5199#,300#,94,1.740740741,4,12,3,+,4321#,40
,148,Cs,55,7743.2056,13.358,25949#,300#,-4006#,400#,15797.7921,23.4324,-23000#,300#,5281.7677,23.6651,93,1.690909091,5,11,3.4375,,3062.1954,38
,148,Ba,56,8821.2788,2.3138,24167.9028,24.2647,-3097.5257,5.5147,12853.5131,11.2934,-22434#,200#,1062.1679,10.8154,92,1.642857143,6,10,3.75,+,5352.1936,36
,148,La,57,9630.2043,19.5401,21976.3037,19.6821,-1862.2958,28.0055,9826.7106,24.6019,-18077.6404,21.1966,1233.8418,21.2752,91,1.596491228,7,9,3.9375,,4101.6628,34
,148,Ce,58,10915.1919,18.4488,20110.0978,11.3337,-1056.2104,13.2758,7009.6415,11.3271,-17423.3597,22.7,-3025.6492,19.403,90,1.551724138,8,8,4,+,6455.8405,32
,148,Pr,59,12004.6023,37.5012,17892.2209,15.1343,-110.7086,19.8393,4330.4242,16.0596,-13146.0264,18.466,-2459.9761,15.0602,89,1.508474576,9,7,3.9375,,5162.6774,30
,148,Nd,60,12624.7856,1.6539,16360.1394,14.8042,598.9604,3.0372,1928.0007,1.7098,-12683.1351,8.8084,-6437.3998,1.7342,88,1.466666667,10,6,3.75,+,7332.5894,28
,148,Pm,61,13554.1525,6.9782,14770.3325,34.8173,1459.7956,6.1403,-568.3946,11.4275,-8710.7547,16.8163,-5671.1469,5.644,87,1.426229508,11,5,3.4375,,5895.2108,26
,148,Sm,62,14482.3423,2.835,12988.0924,0.4877,1987.0458,0.4453,-3066.6474,0.9006,-8478.2432,0.4925,-9862.7734,2.2939,86,1.387096774,12,4,3,+,8141.3368,24
,148,Eu,63,15322.5152,11.5724,11421.0639,10.7632,2693.7185,10.224,-5760.5353,15.9433,-4544.4692,9.9706,-9011.8723,10.0361,85,1.349206349,13,3,2.4375,,6824.189,22
,148,Gd,64,16326.232,3.8403,9851.0009,2.8475,3271.2911,0.0308,-8410.0225,8.8174,-4292.3423,0.9264,-13598.0636,8.1048,84,1.3125,14,2,1.75,+,8983.8093,20
,148,Tb,65,18915.9388,46.5538,7997.2859,13.8197,2657.3119,16.4752,-12545.7805,84.7558,-281.3067,12.7053,-14412.2179,15.2854,83,1.276923077,15,1,0.9375,,7865.5913,18
,148,Dy,66,21447.1052,10.9966,6351.5156,9.6052,1475.1987,29.2749,-16380.3997,13.4572,208.5602,8.8987,-20173.6137,10.0556,82,1.242424242,16,0,0,+,11734.6677,16
,148,Ho,67,22895.5755,84.0928,4805.4643,95.0824,1952.1055,88.3693,-19226.1324,84.4583,5462.5362,84.2245,-19454.6702,92.1238,81,1.208955224,-15,-1,-0.9375,,10305.3834,14
,148,Er,68,23299.6135,12.245,3502.0115,12.2397,2666.1783,12.5074,-21249#,400#,5428.079,13.5387,-23575.908,12.3189,80,1.176470588,-14,-2,-1.75,+,12942.5008,12
,148,Tm,69,23852#,201#,2104.7491,12.1809,3419.5708,13.2982,*,,9703.096,11.4016,*,,79,1.144927536,-13,-3,-2.4375,,10861.945,10
,148,Yb,70,*,,486#,400#,3953#,445#,*,,9089#,401#,*,,78,1.114285714,-12,-4,-3,+,*,8
0,149,Xe,54,6743#,361#,*,,-5415#,424#,19831#,300#,*,,5840#,300#,95,1.759259259,4,13,3.058823529,,2422#,41
,149,Cs,55,7522#,400#,26677#,500#,-4594#,640#,16920#,447#,*,,6174#,400#,94,1.709090909,5,12,3.529411765,,4460#,39
,149,Ba,56,8709.22,19.9072,25009#,200#,-3762.1983,11.4574,13839.301,10.5506,-21470#,300#,1806.8043,19.63,93,1.660714286,6,11,3.882352941,,3357.0264,37
,149,La,57,9684.1595,200.5486,22877.7902,200.4377,-2590.4126,200.4674,10819.4525,200.5056,-20597.9418,200.6865,2107.1856,200.5749,92,1.614035088,7,10,4.117647059,,5582.4967,35
,149,Ce,58,10798.6549,13.3645,20983.8271,22.2477,-1578.6535,13.2982,7705.6143,10.4503,-16413.9804,10.3543,-2205.7862,18.1998,91,1.568965517,8,9,4.235294118,,4342.8144,33
,149,Pr,59,11737.9161,18.678,18938.9181,14.5686,-628.9635,15.7484,5025.0314,10.1124,-15619.6023,21.829,-1702.6254,10.085,90,1.525423729,9,8,4.235294118,,6575.2387,31
,149,Nd,60,12371.3765,1.657,16939.5752,8.8087,266.6079,33.9321,2760.3632,1.869,-11266.0816,11.3274,-5580.9762,5.876,89,1.483333333,10,7,4.117647059,,5038.7871,29
,149,Pm,61,13165.0566,2.054,15198.2535,15.9722,1136.67,7.3302,376.9123,4.2188,-10817.9231,15.166,-4799.656,2.0283,88,1.442622951,11,6,3.882352941,,7269.8459,27
,149,Sm,62,14012.4863,0.9054,13567.0458,0.9762,1871.1905,0.9714,-2008.7249,3.2074,-7016.8033,1.8675,-8909.734,9.9776,87,1.403225806,12,5,3.529411765,,5871.1496,25
,149,Eu,63,15039.3418,4.4325,11977.2749,3.8451,2401.2735,4.5706,-4952.6773,5.0338,-6864.4112,6.7368,-8243.2158,3.8764,86,1.365079365,13,4,3.058823529,,8215.1528,23
,149,Gd,64,15912.8813,3.3621,10439.0674,3.181,3099.3183,3.1316,-7433.1829,9.5669,-3080.0776,3.1741,-12661.5444,12.8716,85,1.328125,14,3,2.470588235,,6929.0721,21
,149,Tb,65,16888.6021,8.7632,8521.9705,4.0899,4077.9687,2.1651,-9842.7859,12.3039,-2480.1285,10.5046,-11700.5609,9.3745,84,1.292307692,15,2,1.764705882,,9023.0108,19
,149,Dy,66,19640.5793,12.7527,6915.0044,9.1864,2807.7196,21.7495,-13952.3694,29.4149,1286.4578,9.1043,-17774.142,84.3359,83,1.257575758,16,1,0.941176471,,7905.9116,17
,149,Ho,67,22031.3887,12.9868,5481.1221,14.4404,2328.9233,111.5415,-17705#,201#,1602.1222,15.4647,-18238.1747,15.7683,82,1.223880597,-15,0,0,,11726.0054,15
,149,Er,68,23276.4428,47.3232,4123.5159,29.3125,2076.0708,28.6955,-20412#,301#,6828.8048,29.2749,-23047.9049,29.7641,81,1.191176471,-14,-1,-0.933333333,,10333.9419,13
,149,Tm,69,24109#,200#,2761#,200#,2755#,200#,*,,6762#,217#,-21782#,447#,80,1.15942029,-13,-2,-1.733333333,,13247#,11
,149,Yb,70,*,,1300#,302#,3485#,361#,*,,10860#,300#,*,,79,1.128571429,-12,-3,-2.4,,11171#,9
0,150,Xe,54,6483#,424#,*,,*,,20900#,300#,*,,6238#,500#,96,1.777777778,4,14,3.111111111,+,4061#,42
,150,Cs,55,7402#,400#,*,,-5055#,500#,18141#,400#,*,,6589#,400#,95,1.727272727,5,13,3.611111111,,2942#,40
,150,Ba,56,8487.5244,5.8743,25818#,300#,-4359.7649,24.8765,14957.0632,13.0039,-24179#,300#,2258.803,200.3429,94,1.678571429,6,12,4,+,5130.498,38
,150,La,57,9745.0415,19.63,23978.1395,13.2812,-3425.6828,3.8337,11989.3617,9.359,-20301#,400#,2287.4553,10.5506,93,1.631578947,7,11,4.277777778,,4162.5447,36
,150,Ce,58,10591.0746,16.1905,21879.8937,11.7913,-2405.5101,11.8299,8833.0884,11.75,-19305.2143,11.9641,-1878.8077,15.3071,92,1.586206897,8,10,4.444444444,+,6248.2602,34
,150,Pr,59,11907.6926,17.5336,20169.7092,21.4541,-1504.2511,9.1689,5296.8266,21.9591,-15369.5595,200.4651,-1996.2922,9.233,91,1.542372881,9,9,4.5,,5332.454,32
,150,Nd,60,12414.5215,1.8778,17859.4691,11.2386,-478.9986,14.7059,3371.3845,0.1956,-14299.0017,10.3084,-5686.8647,1.9171,90,1.5,10,8,4.444444444,+,7375.7344,30
,150,Pm,61,12874.0951,20.7648,15639.8253,25.0361,651.2348,39.7634,1195.0338,20.9331,-9846.9336,22.3322,-4532.7556,20.0036,89,1.459016393,11,7,4.277777778,,5604.2492,28
,150,Sm,62,13857.9052,0.8801,14221.212,1.8676,1449.6648,0.9664,-1287.2847,6.0095,-9964.7719,1.869,-8681.3369,3.7787,88,1.419354839,12,6,4,+,7986.7556,26
,150,Eu,63,14637.5235,11.7003,12504.4349,8.3255,2237.075,6.9649,-3686.5807,8.6692,-6016.936,6.4562,-7736.5144,6.9066,87,1.380952381,13,5,3.611111111,,6422.3707,24
,150,Gd,64,15637.268,6.0357,11005.9266,6.0086,2807.3935,6.0162,-6454.4328,7.2875,-5917.124,6.0157,-12346.7295,6.8933,86,1.34375,14,4,3.111111111,+,8708.1959,22
,150,Tb,65,16711.4781,14.464,9386.2488,12.3353,3586.8983,4.9256,-9159.8971,15.948,-1953.4431,8.2308,-11483.1167,11.6749,85,1.307692308,15,3,2.5,,7688.4674,20
,150,Dy,66,17592.8576,9.7106,7618.1411,4.0993,4351.2892,1.5393,-11478.2953,17.5036,-1471.4161,5.1535,-15735.0826,12.6866,84,1.272727273,16,2,1.777777778,+,9686.946,18
,150,Ho,67,20097.3616,85.0232,5986.8871,18.8648,3392.8365,46.9677,-15455#,196#,2253.7767,14.5891,-16275.589,31.3311,83,1.23880597,-15,1,1.071428571,,8371.3562,16
,150,Er,68,22494.9621,20.0158,4549.8683,19.2783,2298.6889,18.451,-19001#,300#,2573.6963,19.4744,-21962#,201#,82,1.205882353,-14,0,0,+,12161.0201,14
,150,Tm,69,23868#,196#,3078#,213#,2322#,196#,-21720#,358#,7866#,196#,-21232#,358#,81,1.173913043,-13,-1,-0.928571429,,10622#,12
,150,Yb,70,24743#,500#,1929#,300#,3067#,300#,*,,7622#,301#,*,,80,1.142857143,-12,-2,-1.714285714,+,13572#,10
,150,Lu,71,*,,584#,300#,3859#,361#,*,,11880#,361#,*,,79,1.112676056,-11,-3,-2.357142857,,*,8
0,151,Cs,55,7123#,640#,*,,-5504#,583#,19030#,663#,*,,7539#,500#,96,1.745454545,5,14,3.684210526,,4181#,41
,151,Ba,56,8252#,400#,26518#,500#,-4965#,447#,16285#,400#,-23239#,500#,3300#,400#,95,1.696428571,6,13,4.105263158,,3121#,39
,151,La,57,9233.0546,479.3143,24589#,591#,-3815.1823,435.5542,13469.3424,435.6293,-22429#,591#,3465.2057,435.6306,94,1.649122807,7,12,4.421052632,,5070.5098,37
,151,Ce,58,10697.7736,20.4505,22972.3807,17.8762,-3385.9383,26.518,9718.1253,17.7346,-18624.2296,18.5882,-995.8672,19.862,93,1.603448276,8,11,4.631578947,,4449.5134,35
,151,Pr,59,11882.9444,15.2712,21137.7029,200.6009,-2526.2001,15.8262,6606.5788,12.5052,-17757.5052,11.9182,-1171.0482,11.6787,92,1.559322034,9,10,4.736842105,,6550.4904,33
,151,Nd,60,12710.2847,1.8817,18851.205,10.3088,-1354.1975,8.6458,3633.2965,0.2436,-13385.2918,11.7504,-5417.1659,20.0012,91,1.516666667,10,9,4.736842105,,5334.5503,31
,151,Pm,61,13464.4918,4.8644,16924.8292,10.8972,-367.0829,16.4838,1266.838,4.5078,-12374.7222,10.1103,-4406.2426,4.4749,90,1.475409836,11,8,4.631578947,,7860.2426,29
,151,Sm,62,13583.218,0.3919,14778.8872,1.8712,1145.3986,0.9728,-387.5596,2.817,-8185.4998,0.2237,-7855.4285,6.1801,89,1.435483871,12,7,4.421052632,,5596.4623,27
,151,Eu,63,14354.4175,3.7698,13166.6358,1.9814,1963.97,1.0664,-3029.5575,3.9784,-8344.7336,20.0075,-6960.3652,6.0113,88,1.396825397,13,6,4.105263158,,7932.0467,25
,151,Gd,64,15204.3833,4.2266,11630.9643,2.8395,2652.2117,2.9135,-5436.5321,4.171,-4426.5557,2.8184,-11154.4495,7.8498,87,1.359375,14,5,3.684210526,,6496.1874,23
,151,Tb,65,16277.5372,5.2416,9760.166,5.4515,3496.1546,3.9256,-8000.7946,9.1834,-4120.1422,7.3153,-10385.2406,5.7509,86,1.323076923,15,4,3.157894737,,8589.0699,21
,151,Dy,66,17201.034,9.559,8203.1571,4.2763,4179.6239,2.6426,-10486.0979,16.7868,-277.3082,6.6983,-14877.8144,14.498,85,1.287878788,16,3,2.526315789,,7514.088,19
,151,Ho,67,18119.5286,14.5545,6712.0486,8.95,4695.0117,1.819,-12851.1327,21.0385,194.0718,11.0396,-13862.7412,19.0492,84,1.253731343,-15,2,2.307692308,,9748.1723,17
,151,Er,68,20667.3055,32.4371,5150.2421,18.8567,3504.841,18.6966,-16723.9383,300.9433,3754.3569,17.0266,-19847#,196#,83,1.220588235,-14,1,1.076923077,,8506.2854,15
,151,Tm,69,22974#,201#,3703.7019,22.7762,2560.5718,20.0099,-20471#,301#,3885.3073,16.2623,-20013#,301#,82,1.188405797,-13,0,0,,12352#,13
,151,Yb,70,24355#,425#,2378.6732,301.7889,2640.5464,302.9096,*,,8999.9999,300,-24842#,425#,81,1.157142857,-12,-1,-0.923076923,,10783#,11
,151,Lu,71,*,,938#,361#,3249#,300#,*,,8902#,358#,*,,80,1.126760563,-11,-2,-1.692307692,,13600#,9
0,152,Cs,55,7102#,640#,*,,*,,20160#,583#,*,,7739#,640#,97,1.763636364,5,15,3.75,,2921#,42
,152,Ba,56,7863#,400#,27198#,500#,-5385#,500#,17371#,447#,*,,3629#,591#,96,1.714285714,6,14,4.2,+,4741#,40
,152,La,57,9121#,300#,25698#,500#,-4804#,300#,14468#,301#,-22299#,583#,3864#,300#,95,1.666666667,7,13,4.55,,4051#,38
,152,Ce,58,10276#,201#,23668#,200#,-3860#,200#,11169#,202#,-21329#,447#,-272#,201#,94,1.620689655,8,12,4.8,+,5827#,36
,152,Pr,59,11600.1971,20.6125,22024.8649,18.7066,-3474.244,26.8816,7496.3984,31.8534,-17736.7021,435.8678,-886.2046,18.5713,93,1.576271186,9,11,4.95,,5049.7067,34
,152,Nd,60,12612.3483,24.4549,19880.7427,27.1272,-2176.155,26.91,4613.3139,24.4577,-16213.5763,30.2048,-4834.7213,24.8603,92,1.533333333,10,10,5,+,7277.798,32
,152,Pm,61,13799.7689,32.7119,17531.9016,27.423,-1143.9318,29.9445,1634.0315,25.8897,-11763.7581,28.394,-4749.3066,25.8858,91,1.491803279,11,9,4.95,,5939.5263,30
,152,Sm,62,13854.2778,0.612,15660.9682,0.6425,220.1726,1.9325,-55.6737,0.1754,-11108.7649,0.6496,-8181.1972,0.6849,90,1.451612903,12,8,4.8,+,8257.8154,28
,152,Eu,63,14238.7666,6.1788,13869.1064,20.0076,1552.4609,5.6105,-2171.1963,40.0061,-6791.2108,4.5084,-6770.8977,2.7807,89,1.412698413,13,7,4.55,,6306.7198,26
,152,Gd,64,15085.8888,6.0227,12233.9101,0.6301,2203.8471,1.0238,-4589.3405,4.5465,-7419.7948,0.6239,-11155.081,4.0106,88,1.375,14,6,4.2,+,8589.7014,24
